"University Name,School Name,Program  Title",Program Type,Tuition,Program Length,Program Start,Delivery Method,Email,Phone Number,Address,Program Information
USC�s Marshall School of Business: Master of Management in Management in Library and Information Science,Information Systems,"$66,640",20 months,"Spring, Summer, or Fall",Online,admissions@librarysciencedegree.usc.edu,+1 877-830-8647,"3670 Trousdale Pkwy, Los Angeles, California 90089",http://librarysciencedegree.usc.edu/?Access_Code=USC-MMLIS-SEO2&utm_source=kp_traffic&utm_medium=referral&utm_campaign=s_searche
USC�s Marshall School of Business: Master of Management Studies,Management,"$46,800",2-3 semesters,"Summer, Spring, Fall",On-Campus,management.studies@marshall.usc.edu,213-740-3198,"Marshall School of Business, BRI 200C, 3670 Trousdale Parkway, Los Angeles, California 90089-0806",https://www.marshall.usc.edu/mms
USC�s Marshall School of Business: MS in Business Analytics,Analytics & Data Science,"$60,951",1.5 years,August,On-Campus,MS.Analytics@marshall.usc.edu,213-740-6697,"3670 Trousdale Pkwy, Los Angeles, California 90089",https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics
USC�s Marshall School of Business: MS in Entrepreneurship and Innovation,Entrepreneurship,"$48,022",1 year,August,On-Campus,MS.EI@marshall.usc.edu,213-821-0877,"Greif Center for Entrepreneurial Studies, 610 Child's Way, JFF 5th Floor, Los Angeles, California 90089",https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-entrepreneurship-and-innovation/overview
USC�s Marshall School of Business: MS in Finance,Finance,"$65,000",12 months,Summer,On-Campus,ms.fin@marshall.usc.edu,,"Marshall School of Business, 3670 Trousdale Parkway Ste. 308, 308 Bridge Hall MC-0804, Los Angeles, California 90089",https://www.marshall.usc.edu/index.php/programs/specialized-masters-programs/master-science-finance
USC�s Marshall School of Business: MS in Global Supply Chain Management,Supply Chain Management,"50,000",16 months,August,"On-Campus, Online",MS.GSCM@marshall.usc.edu,213-740-0667,"3670 Trousdale Parkway, BRI 308, Los Angeles, California 90015",https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-global-supply-chain-management
USC�s Marshall School of Business: MS in Marketing,Marketing,"$57,360",1 year (3 semesters,May,On-Campus,ms.marketing@marshall.usc.edu,213-821-6628,"3670 Trousdale Parkway, Los Angeles, California 90089",https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-marketing
USC�s Marshall School of Business: MS in Social Entrepreneurship,Social Entrepreneurship,"$51,300",12 months,Summer,On-Campus,socialentrepreneur@marshall.usc.edu,213-740-7587,"Brittingham Social Enterprise Lab, 837 Downey Way STO 308, Mail Code: 1143, Los Angeles, California 90089",http://www.marshall.usc.edu/msse
Vanderbilt University�s Owen Graduate School of Management: Master of Accountancy Assurance,Accounting,"$53,990",1 Year,August,On-Campus,macc@owen.vanderbilt.edu,615-322-6509,"Vanderbilt University, Owen Graduate School of Management, 401 21st Ave S, Nashville, Tennessee 37203",https://business.vanderbilt.edu/masters-in-accounting/
Vanderbilt University�s Owen Graduate School of Management: Master of Management in Health Care,Healthcare Administration,"$53,990",13 months,Summer,On-Campus,mmhc@owen.vanderbilt.edu,615-322-3682,"Vanderbilt University, Owen Graduate School of Management, 401 21st Ave S, Nashville, Tennessee 37203",http://www.owen.vanderbilt.edu/programs/mm-health-care/
Vanderbilt University�s Owen Graduate School of Management: Master of Marketing,Marketing,"$53,990",10 months,Summer,On-Campus,mmark@owen.vanderbilt.edu,615-322-6469,"Vanderbilt University, Owen Graduate School of Management, 401 21st Ave S, Nashville, Tennessee 37203",https://business.vanderbilt.edu/master-of-marketing/
Vanderbilt University�s Owen Graduate School of Management: MS in Finance,Finance,"$53,990",9 months,Fall,On-Campus,msfinance@owen.vanderbilt.edu,615-322-6469,"Vanderbilt University, Owen Graduate School of Management, 401 21st Ave S, Nashville, Tennessee 37203",https://business.vanderbilt.edu/masters-in-finance/
Vanderbilt University�s Owen Graduate School of Management: Master of Accountancy Valuation,Accounting,"$53,990",1 year,Fall,On-Campus,macc@owen.vanderbilt.edu,615-322-6509,"Vanderbilt University, Owen Graduate School of Management, 401 21st Ave S, Nashville, Tennessee 37203",https://business.vanderbilt.edu/masters-in-accounting-valuation/
Virginia Commonwealth University: Master of Accountancy (Concentration in Data Analytics),"Accounting, Analytics","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/accounting/master-of-accountancy-macc-concentration-in-data-analytics/
Virginia Commonwealth University: Master of Arts in Economics,Economics,"$7,543.00 (Full-Time)",Minimum of 3 semesters. Maximum allotted time of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/economics/ma-in-economics/
Virginia Commonwealth University: Master of Arts in Economics,Economics,"7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/economics/ma-in-economics/
Virginia Commonwealth University: Master of Decision Analytics,"Analytics, Analytics & Data Science, Data Science, Information Systems","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/supply-chain-management-and-analytics/master-of-decision-analytics-mda---traditional-track/
Virginia Commonwealth University: Master of Supply Chain Management,"Analytics, Logistics, Statistics","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer","On-Campus, Online",gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/supply-chain-management-and-analytics/master-of-supply-chain-management/
Virginia Commonwealth University: MS in Business (Concentration in Finance),"Finance, Real Estate","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/finance-insurance-and-real-estate/ms-in-business-concentration-in-finance/
Virginia Commonwealth University: MS in Business (Concentration in Global Marketing Management),"Global/International Business, Marketing","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum allotted time of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/marketing/ms-in-business-concentration-in-global-marketing-management/
Virginia Commonwealth University: MS in Business (Concentration in Real Estate),"Finance, Real Estate","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum allotted time of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/finance-insurance-and-real-estate/ms-in-business-concentration-in-real-estate/
Virginia Commonwealth University: MS in Information Systems,"Analytics, Information Systems, Statistics","7,248.00 (full-time), $768 ($2,304 per 3-credit course for part-time)",Minimum of 3 semesters. Maximum of 6 years.,"Fall, Spring, and Summer",On-Campus,gsib@vcu.edu,804-828-4622,"Austen Gouldman, 310 West Main St., Box 844000, Richmond, Virginia 23284-4000",https://business.vcu.edu/academics/information-systems/ms-in-information-systems/
Wake Forest University�s School of Business: Master of Arts in Management,Management,"$45,678",10 months,July,On-Campus,busadmissions@wfu.edu,866-925-3622,"School of Business � MA in Management, 1834 Wake Forest Road, Farrell Hall, Winston-Salem, North Carolina 27106",http://business.wfu.edu/ma-management/
Wake Forest University�s School of Business: MS in Accountancy,Accounting,"$49,746",2-3 semesters,Fall,On-Campus,busadmissions@wfu.edu,866-925-3622,"School of Business � MS in Accountancy, 1834 Wake Forest Road, Farrell Hall, Winston-Salem, North Carolina 27106",http://business.wfu.edu/ms-accountancy/
Wake Forest University�s School of Business: MS in Business Analytics,Analytics & Data Science,"$50,076 for entire program",2 years (6 semesters),"May, September, January",Online,busadmissions@wfu.edu,866-925-3622,"1834 Wake Forest Road, Farrell Hall, Winston-Salem, North Carolina 27106",https://onlinebusiness.wfu.edu/
Wake Forest University�s School of Business: MS in Business Analytics,Analytics & Data Science,"$49,100",3 semesters,Summer,On-Campus,busadmissions@wfu.edu,866-925-3622,"School of Business � MS in Business Analytics, 1834 Wake Forest Road, Farrell Hall, Winston-Salem, North Carolina 27106",http://business.wfu.edu/ms-analytics/
Warwick Business School: MS in Management,Management,"�27,750",12 months,Rolling Admissions,Blended,masters@wbs.ac.uk,+440 247-615-0333,"Warwick Business School, The University of Warwick, Coventry CV4 7AL ",http://www.wbs.ac.uk/courses/postgraduate/management/
Washington University�s Olin Business School: Global Master of Finance,"Finance, Global/International Business",Varies by global partner,11 to 22 months,July,On-Campus,apply@olin.wustl.edu,314-935-8546,"Washington University, Olin Business School, Bauer Hall, One Brookings Drive, St. Louis, Missouri 63130",http://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MSFDD/Pages/default.aspx
Washington University�s Olin Business School: Masters in Accounting (MAcc),Accounting,"$77,740",3 semesters,Fall,On-Campus,MACCinfo@wustl.edu,314-935-8546,"Washington University, Olin Business School - Bauer Hall, Campus Box 1156, One Brookings Drive, St. Louis, Missouri 63130",http://www.olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/master-of-accounting/Pages/default.aspx
Washington University�s Olin Business School: MS in Corporate Finance and Investments (MSFC),Finance,"$60,550",11 months,Summer,On-Campus,MSFinanceinfo@wustl.edu,314-935-8546,"Washington University, Olin Business School - Bauer Hall, Campus Box 1156, One Brookings Drive, St. Louis, Missouri 63130",http://www.olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/Pages/Corporate-Finance-and-Investments-Curriculum.aspx
Washington University�s Olin Business School: MS in Customer Analytics,Customer Analytics,"$77,740",3 semesters,Fall,On-Campus,MSCAinfo@wustl.edu,314-935-8546,"Washington University, Olin Business School - Bauer Hall, Campus Box 1156, One Brookings Drive, St. Louis, Missouri 63130",http://www.olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/ms-in-customer-analytics/Pages/default.aspx
Washington University�s Olin Business School: MS in Leadership,Leadership,"$59,000",3 years,Spring or Fall,On-Campus,masters@brookings.edu,800-925-5730,"Brookings Executive Education, 1775 Massachusetts Ave NW, Washington, District of Columbia 20036",http://www.olin.wustl.edu/EN-US/academic-programs/Pages/MS-Leadership.aspx
Washington University�s Olin Business School: MS in Supply Chain Management,Supply Chain Management,"$77,740",3 semesters,Fall,On-Campus,MSSCMinfo@wustl.edu,314-935-8546,"Washington University, Olin Business School - Bauer Hall, Campus Box 1156, One Brookings Drive, St. Louis, Missouri 63130",http://www.olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-supply-chain-management/Pages/default.aspx
Washington University�s Olin Business School: MS in Quantitative Finance (MSFQ),Finance,"$77,740",3 semesters,Fall,On-Campus,MSFinanceinfo@wustl.edu,314-935-8546,"Washington University, Olin Business School � Bauer Hall, Campus Box 1156, One Brookings Drive, St. Louis, Missouri 63130",http://www.olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/Pages/Quantitative-Finance-Curriculum.aspx
